name	LROB1	CCIR1	MVUL	EAND	PECH	CMAT	NNAJ	LEYZ1	LIOC1	COCO1	WPIG	HNIP	HMED1	SBEN	TMUC1	CTEL	NROB1	LLON	PMAX	SNUD1	HCAR1	OXIA1	AVIR1	SYGR1	HINV1	PMEY1	AUJA1	PHRE1	PVOL1	ECRY	HMAN	TSTR1	PELO1	OFUS	MPIT1	MMIN1	RAND1
HOG00100519_73	-	CCIR1.DN10491_c0_g2_i10.p1	-	-	PECH.PE_Scaf6772_3.5	-	-	-	LIOC1.DN10528_c0_g1_i1.p1	COCO1.DN16964_c0_g1_i8.p1	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_121853	NROB1.DN3762_c0_g1_i5.p1	LLON.gene_ENSLLNG00015012499	PMAX.gene-LOC117334159	SNUD1.DN89583_c0_g1_i1.p1	HCAR1.DN2073_c1_g1_i2.p1	OXIA1.DN453_c0_g1_i3.p1	AVIR1.DN1304_c0_g1_i4.p1	SYGR1.DN10317_c0_g1_i4.p1	HINV1.DN4342_c0_g1_i2.p1	PMEY1.DN2940_c0_g1_i1.p1	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS21977	-	MMIN1.DN524_c1_g1_i1.p1	RAND1.DN16059_c0_g1_i1.p1
HOG00078454_69	LROB1.DN36122_c0_g1_i1.p1, LROB1.DN29831_c0_g1_i1.p1	CCIR1.DN49728_c1_g1_i1.p1, CCIR1.DN49728_c0_g1_i1.p1	-	-	PECH.PE_Scaf7076_0.3	-	-	-	-	COCO1.DN32029_c0_g1_i1.p1, COCO1.DN58649_c0_g1_i1.p1, COCO1.DN31117_c0_g1_i2.p1	-	-	HMED1.DN27031_c0_g2_i1.p1	-	-	-	-	-	-	-	HCAR1.DN74512_c0_g1_i1.p1	-	-	-	-	-	-	-	PVOL1.DN61907_c0_g1_i1.p1	-	-	-	-	-	-	-	-
HOG00049014_65	-	-	-	-	-	-	NNAJ.FUN_004229	-	-	-	-	-	-	-	TMUC1.DN21192_c0_g1_i5.p1, TMUC1.DN45239_c0_g1_i1.p1	-	NROB1.DN5002_c0_g1_i9.p1	-	-	-	-	-	-	-	HINV1.DN28509_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN7207_c0_g2_i1.p1
HOG00108770_73	-	-	-	-	-	-	-	-	LIOC1.DN47949_c0_g1_i1.p1	-	-	-	HMED1.DN72731_c0_g1_i1.p1	-	-	-	NROB1.DN30123_c0_g2_i1.p1	LLON.gene_ENSLLNG00015014480	-	-	HCAR1.DN111892_c0_g2_i5.p1	OXIA1.DN38379_c0_g1_i1.p1	-	-	HINV1.DN43358_c0_g1_i1.p1	PMEY1.DN25674_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-
HOG00107327_73	LROB1.DN9257_c0_g1_i4.p1	CCIR1.DN23976_c0_g1_i1.p1	-	-	-	-	-	LEYZ1.DN11423_c0_g1_i3.p1	-	COCO1.DN1731_c0_g1_i1.p1	-	-	-	-	TMUC1.DN8854_c1_g1_i4.p1	-	NROB1.DN11755_c0_g1_i1.p1, NROB1.DN1867_c0_g1_i5.p1	LLON.gene_ENSLLNG00015017498	-	SNUD1.DN1161_c0_g2_i1.p1, SNUD1.DN23891_c0_g1_i1.p1	HCAR1.DN36403_c2_g1_i1.p1	OXIA1.DN4608_c0_g1_i5.p1	AVIR1.DN25353_c0_g1_i1.p1, AVIR1.DN1350_c1_g1_i1.p1	SYGR1.DN17094_c0_g1_i2.p1	-	-	AUJA1.DN6471_c0_g1_i19.p1	-	-	-	-	-	-	-	MPIT1.DN51945_c0_g1_i4.p2	MMIN1.DN18888_c0_g1_i4.p1	-
HOG00053468_66	-	-	-	-	-	-	-	-	-	COCO1.DN3852_c0_g3_i9.p1	-	-	-	SBEN.Sbene_G12249	-	CTEL.gene-CAPTEDRAFT_195830	NROB1.DN11911_c0_g1_i2.p1	-	-	-	-	-	-	-	HINV1.DN2619_c1_g1_i5.p1	-	-	PHRE1.DN7271_c0_g2_i1.p1	-	-	-	-	-	-	-	-	RAND1.DN6243_c0_g1_i1.p1
HOG00081983_70	LROB1.DN23322_c0_g1_i10.p1, LROB1.DN16743_c0_g2_i1.p1	CCIR1.DN1874_c1_g2_i2.p1, CCIR1.DN10694_c1_g1_i1.p1, CCIR1.DN42250_c0_g1_i7.p1, CCIR1.DN12030_c0_g2_i1.p1, CCIR1.DN11753_c1_g1_i2.p1, CCIR1.DN32463_c0_g1_i9.p1, CCIR1.DN12030_c0_g1_i13.p1, CCIR1.DN3831_c0_g1_i3.p1	-	-	-	-	-	LEYZ1.DN18288_c0_g2_i1.p1, LEYZ1.DN23623_c0_g1_i2.p1	LIOC1.DN38453_c0_g1_i1.p1, LIOC1.DN2076_c0_g1_i1.p1	COCO1.DN847_c0_g1_i9.p1	-	-	HMED1.DN30762_c0_g1_i2.p1	-	-	-	-	-	-	-	-	OXIA1.DN7723_c0_g1_i1.p1	AVIR1.DN3249_c0_g1_i1.p1, AVIR1.DN34928_c0_g1_i1.p1, AVIR1.DN15513_c0_g3_i5.p1, AVIR1.DN23586_c0_g1_i1.p1	SYGR1.DN10955_c0_g1_i2.p1, SYGR1.DN373_c0_g1_i7.p1, SYGR1.DN128_c0_g1_i6.p1, SYGR1.DN68_c0_g1_i9.p1	-	-	-	-	-	-	-	-	-	-	-	MMIN1.DN5971_c0_g1_i1.p1, MMIN1.DN1415_c0_g1_i10.p1	-
HOG00046105_64	-	-	-	-	-	-	-	-	-	COCO1.DN887_c0_g1_i8.p1	-	-	HMED1.DN12229_c0_g1_i1.p1	-	-	-	NROB1.DN2555_c0_g1_i14.p1, NROB1.DN10691_c0_g1_i1.p1	-	-	-	-	-	-	-	HINV1.DN2974_c0_g1_i6.p1, HINV1.DN19747_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00102719_73	-	CCIR1.DN21442_c0_g1_i2.p1	-	-	PECH.PE_Scaf8954_1.7	-	-	LEYZ1.DN14544_c0_g1_i3.p1	LIOC1.DN22139_c0_g1_i2.p1	COCO1.DN13659_c0_g2_i3.p1	-	-	-	-	TMUC1.DN1212_c0_g2_i2.p1	-	NROB1.DN2898_c0_g1_i7.p1	LLON.gene_ENSLLNG00015018983	PMAX.gene-LOC117327745	SNUD1.DN4746_c1_g1_i10.p1	HCAR1.DN55115_c0_g2_i1.p1	-	-	SYGR1.DN23105_c1_g1_i8.p1	-	PMEY1.DN9540_c0_g2_i2.p1	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS23358	-	MMIN1.DN12077_c0_g1_i6.p1	-
HOG00081992_70	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXIA1.DN8876_c4_g1_i1.p1	-	-	HINV1.DN48448_c0_g1_i1.p1	-	-	PHRE1.DN8496_c0_g3_i1.p1	-	-	-	TSTR1.DN18268_c0_g1_i1.p1	-	-	-	MMIN1.DN19959_c0_g1_i1.p1, MMIN1.DN64822_c0_g1_i1.p1, MMIN1.DN11231_c0_g1_i3.p1	-
HOG00089203_71	LROB1.DN16239_c0_g1_i8.p1	-	-	-	-	-	-	-	LIOC1.DN39355_c0_g4_i1.p1	COCO1.DN220878_c0_g1_i1.p1, COCO1.DN217563_c0_g1_i1.p1	-	-	-	-	TMUC1.DN83888_c0_g1_i1.p1	-	NROB1.DN45463_c0_g1_i1.p1	-	-	SNUD1.DN93388_c0_g1_i1.p1	-	-	-	-	-	-	-	-	PVOL1.DN34386_c0_g1_i1.p1	-	-	-	-	-	MPIT1.DN90331_c0_g1_i2.p1	-	-
HOG00101830_73	-	CCIR1.DN11422_c0_g1_i5.p1	MVUL.evm.TU.MV023004550	-	PECH.PE_Scaf3853_0.7	-	-	LEYZ1.DN8678_c2_g1_i1.p1	LIOC1.DN7485_c1_g1_i15.p1, LIOC1.DN3215_c0_g1_i3.p1	COCO1.DN24114_c0_g1_i1.p1	-	-	-	-	TMUC1.DN10636_c0_g1_i4.p1	CTEL.gene-CAPTEDRAFT_202625	NROB1.DN11416_c0_g1_i2.p1	LLON.gene_ENSLLNG00015013980	PMAX.gene-LOC117323706	SNUD1.DN21089_c0_g1_i2.p1	HCAR1.DN37768_c0_g1_i9.p1	OXIA1.DN9065_c2_g1_i2.p1	AVIR1.DN70248_c0_g1_i1.p1	SYGR1.DN7932_c0_g1_i5.p1	HINV1.DN6312_c0_g2_i2.p1	-	-	PHRE1.DN10873_c0_g3_i1.p1	-	-	-	-	-	OFUS.gene-OFUS_LOCUS16453	-	-	-
HOG00106865_73	-	CCIR1.DN57545_c0_g1_i1.p1	-	-	-	-	-	LEYZ1.DN1084_c9_g1_i6.p1	-	COCO1.DN3436_c0_g1_i1.p1	-	-	HMED1.DN44050_c0_g1_i1.p1	SBEN.Sbene_G14997, SBEN.Sbene_G04007	-	CTEL.gene-CAPTEDRAFT_166299, CTEL.gene-CAPTEDRAFT_170971	NROB1.DN75_c0_g1_i9.p1	LLON.gene_ENSLLNG00015018578, LLON.gene_ENSLLNG00015009170	PMAX.gene-LOC117340919	SNUD1.DN7089_c0_g1_i17.p1, SNUD1.DN232_c0_g1_i13.p1	HCAR1.DN3432_c0_g1_i7.p1, HCAR1.DN4702_c0_g2_i9.p1	OXIA1.DN24375_c0_g1_i2.p1, OXIA1.DN150_c1_g1_i1.p1	AVIR1.DN57944_c0_g1_i1.p1	SYGR1.DN43823_c1_g3_i1.p1	HINV1.DN9894_c0_g1_i1.p1, HINV1.DN19338_c0_g1_i1.p1	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS21801	-	MMIN1.DN19231_c0_g2_i6.p1, MMIN1.DN748_c0_g1_i49.p1	-
HOG00045674_64	-	-	-	-	-	-	-	-	-	COCO1.DN28560_c0_g1_i19.p1	-	-	HMED1.DN125636_c0_g1_i2.p1	-	-	-	NROB1.DN2971_c0_g1_i1.p1	-	-	-	-	-	-	-	HINV1.DN18496_c0_g1_i4.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00051446_65	-	-	-	-	-	-	-	-	-	COCO1.DN52293_c0_g1_i1.p1	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_188935	NROB1.DN6527_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	PVOL1.DN40565_c0_g1_i1.p1	-	-	-	PELO1.DN53463_c0_g1_i1.p1	-	-	-	-
HOG00047507_64	-	-	-	-	-	-	-	-	-	-	-	-	HMED1.DN12295_c0_g2_i1.p1	-	-	-	NROB1.DN464_c0_g1_i2.p1	-	-	-	-	-	-	-	HINV1.DN37232_c0_g1_i1.p1	-	-	-	-	ECRY.ECRY_002280	-	-	-	-	-	-	-
HOG00081273_70	-	-	-	-	-	CMAT.FUN_007090	-	-	-	-	-	-	-	SBEN.Sbene_G00810, SBEN.Sbene_G01397	TMUC1.DN21828_c0_g1_i2.p1	CTEL.gene-CAPTEDRAFT_85041	-	-	-	-	HCAR1.DN86433_c0_g1_i1.p1	-	AVIR1.DN60896_c0_g1_i1.p1	SYGR1.DN114347_c0_g1_i1.p1	HINV1.DN17769_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	MMIN1.DN32714_c0_g1_i1.p1, MMIN1.DN76080_c0_g1_i1.p1	-
HOG00051527_65	-	-	MVUL.evm.TU.MV004002000, MVUL.evm.TU.MV012001540	-	-	-	-	-	-	COCO1.DN1743_c0_g1_i18.p1	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_107647	-	-	-	-	-	-	-	-	-	PMEY1.DN8775_c0_g1_i16.p1	-	-	-	-	-	-	-	-	-	-	-
HOG00045439_64	-	-	-	-	-	-	-	-	-	COCO1.DN507_c0_g1_i3.p1	WPIG.evm.TU.Chr10.1108	-	-	-	-	-	-	-	-	-	-	-	-	-	HINV1.DN112_c0_g3_i1.p1	-	-	-	-	-	HMAN.evm.TU.Chr9.1027, HMAN.evm.TU.Chr2.715	-	-	-	-	-	-
HOG00081433_70	-	-	-	-	PECH.PE_Scaf5380_0.5	-	-	-	-	COCO1.DN71590_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	HCAR1.DN100_c0_g1_i4.p1	-	-	-	HINV1.DN18111_c0_g1_i1.p1	-	AUJA1.DN35657_c0_g1_i1.p1	-	-	-	-	TSTR1.DN12030_c0_g1_i1.p1	-	-	-	MMIN1.DN22582_c0_g1_i7.p1	-
HOG00054929_67	LROB1.DN20786_c0_g1_i3.p1, LROB1.DN37227_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	HMED1.DN111105_c0_g1_i1.p1	-	TMUC1.DN19434_c0_g4_i1.p1, TMUC1.DN27606_c0_g2_i2.p1	-	-	-	-	-	-	-	-	-	HINV1.DN47698_c0_g1_i1.p1	-	-	PHRE1.DN14094_c0_g3_i1.p1	-	-	-	-	-	-	-	-	-
HOG00081936_70	-	-	-	-	-	-	-	-	-	-	-	-	-	-	TMUC1.DN44694_c0_g1_i1.p1	-	NROB1.DN36275_c0_g2_i1.p1	-	-	-	HCAR1.DN179122_c0_g1_i1.p1	-	AVIR1.DN39398_c0_g1_i1.p1	-	HINV1.DN41742_c0_g1_i1.p1	-	-	PHRE1.DN19911_c0_g3_i1.p1, PHRE1.DN32520_c0_g1_i1.p1	-	ECRY.ECRY_017328	-	-	-	-	-	MMIN1.DN40700_c0_g1_i1.p1	-
HOG00093622_71	LROB1.DN4703_c0_g6_i2.p1	CCIR1.DN12357_c0_g1_i9.p1	-	-	PECH.PE_Scaf10858_2.7	-	-	LEYZ1.DN14366_c0_g2_i1.p1, LEYZ1.DN14366_c0_g1_i2.p1	LIOC1.DN47464_c0_g1_i3.p1	-	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_126692	NROB1.DN15208_c0_g1_i2.p1	-	-	SNUD1.DN33435_c0_g2_i1.p1	HCAR1.DN5530_c1_g1_i2.p1	OXIA1.DN46836_c0_g1_i1.p1	-	SYGR1.DN54587_c0_g1_i9.p1	-	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS13820	-	-	RAND1.DN7345_c0_g1_i3.p1
HOG00097024_72	-	-	-	-	PECH.PE_Scaf4750_17.23	-	-	-	LIOC1.DN26247_c0_g2_i1.p1	COCO1.DN2134_c0_g1_i12.p1	-	-	HMED1.DN109678_c0_g1_i1.p1	-	-	CTEL.gene-CAPTEDRAFT_18938	NROB1.DN17786_c1_g1_i6.p1	-	PMAX.gene-LOC117335673	-	HCAR1.DN37606_c0_g2_i2.p1	OXIA1.DN2460_c0_g1_i2.p1	-	SYGR1.DN164845_c0_g1_i2.p1	HINV1.DN31626_c0_g1_i1.p1	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS22843	-	-	-
HOG00104637_73	LROB1.DN5350_c0_g1_i1.p1	-	-	-	PECH.PE_Scaf7642_0.2	-	-	LEYZ1.DN5865_c0_g1_i1.p1	LIOC1.DN11558_c0_g1_i1.p1	COCO1.DN3047_c0_g1_i12.p1	-	HNIP.evm.TU.Unplaced2.426	-	SBEN.Sbene_G17570	TMUC1.DN16672_c0_g1_i2.p1	CTEL.gene-CAPTEDRAFT_123695	NROB1.DN20276_c0_g1_i6.p1	LLON.gene_ENSLLNG00015003073	PMAX.gene-LOC117342392	SNUD1.DN20602_c0_g1_i3.p1	HCAR1.DN1798_c0_g3_i3.p1, HCAR1.DN142939_c0_g1_i2.p1	OXIA1.DN2696_c1_g1_i1.p1, OXIA1.DN6402_c0_g1_i5.p1	AVIR1.DN15384_c0_g1_i1.p1, AVIR1.DN4143_c0_g1_i1.p1	SYGR1.DN55267_c0_g1_i11.p1	-	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS9916	-	MMIN1.DN6981_c1_g1_i3.p1	-
HOG00087561_71	-	-	MVUL.evm.TU.MV034000880	-	-	-	-	-	-	-	-	-	-	-	-	-	NROB1.DN47785_c0_g1_i1.p1, NROB1.DN72586_c0_g1_i1.p1	-	-	-	HCAR1.DN868_c1_g1_i1.p1	-	-	SYGR1.DN5708_c0_g1_i1.p1	HINV1.DN28580_c0_g1_i1.p1	-	-	-	-	-	-	TSTR1.DN51781_c0_g1_i1.p1	-	-	MPIT1.DN127914_c0_g1_i1.p1	-	-
HOG00059287_67	-	CCIR1.DN21473_c0_g1_i8.p1	MVUL.evm.TU.MV018002970, MVUL.evm.TU.MV037004520	EAND.evm.TU.Chr08.1433, EAND.evm.TU.Chr01.2413	-	-	-	-	-	COCO1.DN14781_c0_g1_i18.p1	-	-	-	-	-	-	NROB1.DN8408_c0_g1_i1.p1	-	-	-	-	-	-	-	HINV1.DN26404_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00096329_72	-	-	-	-	-	-	NNAJ.FUN_029510	LEYZ1.DN3022_c6_g1_i1.p1	-	COCO1.DN27389_c0_g1_i2.p1	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_223984	NROB1.DN8425_c0_g1_i2.p1, NROB1.DN15479_c0_g1_i6.p1	-	PMAX.gene-LOC117338078	SNUD1.DN8265_c0_g3_i1.p1	HCAR1.DN9310_c0_g1_i2.p1	OXIA1.DN7172_c0_g1_i2.p1	AVIR1.DN97613_c0_g1_i1.p1	SYGR1.DN21169_c0_g1_i9.p1	-	-	-	PHRE1.DN32450_c0_g1_i1.p1	-	-	-	-	-	OFUS.gene-OFUS_LOCUS5616	-	MMIN1.DN46151_c0_g1_i2.p1	-
HOG00096104_72	-	-	-	EAND.evm.TU.Chr04.2090	PECH.PE_Scaf5414_2.11	-	-	LEYZ1.DN2664_c0_g1_i4.p1	LIOC1.DN5445_c0_g1_i2.p1	COCO1.DN3812_c1_g1_i13.p1	-	-	-	-	-	-	NROB1.DN244_c0_g1_i2.p1	-	PMAX.gene-LOC117329918	-	-	-	AVIR1.DN6419_c0_g1_i3.p1	SYGR1.DN12229_c0_g1_i9.p1	HINV1.DN13560_c0_g1_i11.p1	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS5077	-	-	-
HOG00096880_72	-	CCIR1.DN17183_c0_g1_i4.p1	-	-	-	-	-	-	-	COCO1.DN4114_c0_g1_i7.p1, COCO1.DN14050_c1_g3_i2.p1	-	-	-	SBEN.Sbene_G06437	TMUC1.DN96783_c0_g1_i10.p1	CTEL.gene-CAPTEDRAFT_137352, CTEL.gene-CAPTEDRAFT_225963, CTEL.gene-CAPTEDRAFT_213956, CTEL.gene-CAPTEDRAFT_203493, CTEL.gene-CAPTEDRAFT_211445	NROB1.DN5123_c0_g1_i1.p1	-	PMAX.gene-LOC117344930	SNUD1.DN3089_c2_g1_i2.p1	HCAR1.DN18636_c0_g1_i2.p1	OXIA1.DN4975_c0_g1_i1.p1	AVIR1.DN2326_c0_g1_i1.p1, AVIR1.DN10753_c0_g1_i2.p1	SYGR1.DN8164_c0_g1_i2.p1	HINV1.DN44404_c0_g1_i1.p1	PMEY1.DN3959_c0_g7_i1.p1	-	PHRE1.DN8891_c0_g1_i1.p1	-	-	-	-	-	OFUS.gene-OFUS_LOCUS14072	-	MMIN1.DN3796_c0_g3_i13.p1	-
HOG00103847_73	-	CCIR1.DN6336_c0_g1_i5.p1	-	-	-	-	-	-	-	COCO1.DN531_c2_g1_i7.p1	-	-	-	-	TMUC1.DN27183_c0_g4_i1.p1	CTEL.gene-CAPTEDRAFT_226039	NROB1.DN17792_c0_g1_i2.p1	LLON.gene_ENSLLNG00015021864	PMAX.gene-LOC117330578	SNUD1.DN3545_c0_g1_i14.p1	HCAR1.DN35681_c0_g1_i2.p1	-	-	-	HINV1.DN20376_c0_g1_i2.p1	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS8930	-	-	RAND1.DN61347_c0_g1_i2.p1
HOG00084427_70	-	-	-	EAND.evm.TU.Chr04.2101	-	-	-	-	-	-	-	-	-	SBEN.Sbene_G21031, SBEN.Sbene_G24896, SBEN.Sbene_G19561, SBEN.Sbene_G25734	-	-	-	-	-	-	-	-	-	-	HINV1.DN14340_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	MMIN1.DN17490_c0_g1_i1.p1	-
HOG00080546_70	LROB1.DN77796_c0_g2_i1.p2, LROB1.DN9042_c0_g1_i1.p2	CCIR1.DN10878_c0_g2_i1.p1, CCIR1.DN21451_c0_g1_i2.p2, CCIR1.DN2399_c0_g1_i24.p1	-	-	-	-	-	LEYZ1.DN20380_c1_g1_i1.p1, LEYZ1.DN104507_c0_g1_i1.p2	LIOC1.DN6576_c0_g1_i10.p1	COCO1.DN124437_c0_g1_i1.p1, COCO1.DN74520_c0_g1_i3.p1, COCO1.DN17908_c0_g2_i1.p2	-	-	-	SBEN.Sbene_G08659	TMUC1.DN14875_c0_g1_i1.p1	CTEL.gene-CAPTEDRAFT_39468	NROB1.DN55356_c0_g1_i1.p1, NROB1.DN1038_c2_g1_i1.p2	-	-	SNUD1.DN4416_c1_g2_i1.p2, SNUD1.DN20453_c0_g1_i1.p1, SNUD1.DN87051_c0_g1_i1.p1, SNUD1.DN9721_c0_g1_i1.p1, SNUD1.DN17981_c1_g1_i1.p1	HCAR1.DN104702_c0_g1_i1.p2	-	AVIR1.DN5915_c0_g1_i4.p1, AVIR1.DN10677_c1_g1_i1.p1, AVIR1.DN5915_c0_g2_i3.p1, AVIR1.DN14514_c0_g1_i1.p2	SYGR1.DN24890_c0_g1_i1.p1, SYGR1.DN65362_c0_g1_i1.p1	HINV1.DN1535_c0_g3_i1.p1, HINV1.DN1535_c0_g2_i7.p1	-	-	-	-	-	-	-	-	-	-	MMIN1.DN6983_c0_g1_i13.p1	RAND1.DN743_c0_g1_i6.p2
HOG00047461_64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NROB1.DN16476_c0_g1_i1.p1, NROB1.DN62921_c0_g1_i1.p1	-	-	-	-	-	-	-	HINV1.DN34924_c0_g1_i1.p1	-	-	-	-	-	-	TSTR1.DN22854_c0_g2_i1.p1	-	-	-	-	-
HOG00047720_64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NROB1.DN17965_c0_g2_i6.p1, NROB1.DN17315_c0_g1_i4.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN13329_c0_g1_i3.p1, RAND1.DN13329_c0_g4_i2.p1
HOG00093837_71	-	-	-	EAND.evm.TU.Chr06.1779	PECH.PE_Scaf1853_7.3	-	-	-	-	COCO1.DN108539_c0_g1_i1.p1	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_202898	-	-	-	-	HCAR1.DN11154_c0_g1_i15.p1	-	-	-	HINV1.DN10335_c1_g1_i1.p1	-	-	-	PVOL1.DN1382_c0_g1_i8.p1	-	-	-	-	OFUS.gene-OFUS_LOCUS21133	-	-	-
HOG00102506_73	-	-	-	EAND.evm.TU.Chr01.2070	PECH.PE_Scaf5717_3.11	-	-	-	-	COCO1.DN42760_c0_g1_i1.p1	-	-	-	-	-	-	-	LLON.gene_ENSLLNG00015018699	PMAX.gene-LOC117325611, PMAX.gene-LOC117315636	-	HCAR1.DN69128_c0_g2_i1.p1, HCAR1.DN15444_c0_g1_i4.p1	-	-	-	HINV1.DN8168_c0_g1_i1.p1	-	-	-	-	ECRY.ECRY_003186	-	-	-	-	-	MMIN1.DN19860_c0_g1_i1.p1	-
HOG00045914_64	-	-	-	-	-	-	-	-	-	COCO1.DN12879_c0_g2_i3.p1, COCO1.DN24769_c0_g1_i3.p1, COCO1.DN36879_c0_g1_i13.p1, COCO1.DN13120_c0_g1_i10.p1	-	-	HMED1.DN54087_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00073398_69	LROB1.DN9110_c0_g1_i4.p1	-	MVUL.evm.TU.MV035005790	-	-	-	-	LEYZ1.DN749_c2_g1_i1.p1, LEYZ1.DN8670_c0_g1_i3.p1, LEYZ1.DN204_c0_g1_i4.p1	LIOC1.DN99_c1_g1_i1.p1, LIOC1.DN18413_c0_g1_i5.p1	COCO1.DN2344_c3_g1_i2.p1	-	-	-	-	-	-	-	-	-	SNUD1.DN106031_c0_g1_i2.p1	HCAR1.DN180105_c0_g1_i1.p1, HCAR1.DN18162_c0_g1_i1.p1	OXIA1.DN64988_c0_g1_i1.p1, OXIA1.DN13720_c0_g1_i2.p1, OXIA1.DN1023_c0_g1_i6.p1, OXIA1.DN485_c5_g1_i2.p1	AVIR1.DN24576_c0_g1_i2.p1, AVIR1.DN1340_c0_g1_i1.p1	SYGR1.DN7872_c0_g2_i1.p1, SYGR1.DN19090_c0_g1_i4.p1, SYGR1.DN40629_c0_g1_i9.p1, SYGR1.DN10992_c0_g1_i1.p1, SYGR1.DN2561_c0_g1_i8.p1	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00075198_69	LROB1.DN46455_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	SBEN.Sbene_G00080	TMUC1.DN14379_c0_g5_i1.p1, TMUC1.DN65815_c0_g1_i1.p1	-	-	-	-	SNUD1.DN151312_c0_g1_i1.p1	HCAR1.DN176373_c0_g1_i1.p1	-	-	SYGR1.DN44247_c0_g1_i1.p1	HINV1.DN26335_c0_g1_i1.p1	-	-	-	-	-	-	-	PELO1.DN36620_c0_g1_i1.p1	-	-	-	-
HOG00055689_67	LROB1.DN1678_c0_g2_i1.p1	CCIR1.DN36961_c0_g1_i5.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_217530	NROB1.DN962_c0_g1_i1.p1	-	-	-	-	-	-	-	-	PMEY1.DN851_c0_g1_i22.p1	-	-	-	-	-	-	-	-	-	-	RAND1.DN1276_c0_g2_i3.p1, RAND1.DN1276_c0_g1_i16.p1
HOG00044722_64	-	-	-	-	-	-	-	-	-	COCO1.DN137325_c0_g1_i1.p1	-	-	-	-	-	-	NROB1.DN16763_c0_g1_i4.p1	-	-	-	-	-	-	-	-	PMEY1.DN26444_c0_g1_i1.p1	AUJA1.DN7452_c0_g2_i1.p1	-	-	-	-	-	-	-	-	-	-
HOG00062865_68	-	-	MVUL.evm.TU.MV001015940	EAND.evm.TU.Chr05.1669	-	-	-	LEYZ1.DN4852_c0_g1_i29.p1	LIOC1.DN14000_c0_g1_i4.p1, LIOC1.DN4091_c0_g1_i4.p1, LIOC1.DN28877_c0_g1_i10.p1	COCO1.DN85634_c0_g1_i9.p1	-	-	-	SBEN.Sbene_G24878	-	-	-	-	-	-	-	OXIA1.DN6573_c0_g1_i12.p1	AVIR1.DN12765_c0_g1_i7.p1	-	HINV1.DN5460_c0_g3_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00045821_64	-	-	-	-	-	-	-	-	-	COCO1.DN21237_c0_g1_i4.p1, COCO1.DN6378_c0_g1_i3.p1	-	-	HMED1.DN109255_c0_g1_i1.p1	-	-	-	NROB1.DN1486_c2_g1_i2.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00058508_67	-	CCIR1.DN40924_c0_g1_i1.p4	-	-	-	-	-	-	-	COCO1.DN83374_c0_g1_i1.p2	-	-	HMED1.DN39956_c0_g1_i1.p1, HMED1.DN22734_c0_g2_i1.p2	-	-	CTEL.gene-CAPTEDRAFT_206317, CTEL.gene-CAPTEDRAFT_206735, CTEL.gene-CAPTEDRAFT_202750, CTEL.gene-CAPTEDRAFT_202698, CTEL.gene-CAPTEDRAFT_211957, CTEL.gene-CAPTEDRAFT_188381	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
